month,temperature,rainfall,humidity,cases,outbreak
218,30.8,2.0,76.0,289,1
219,30.35,7.0,79.5,289,1
220,31.0,5.0,87.0,293,1
221,31.05,0.3,81.0,294,1
222,30.3,4.0,80.0,296,1
223,30.9,0.3,75.5,296,1
224,31.75,0.3,78.0,300,1
225,31.15,16.0,76.5,305,1
226,31.0,0.0,73.0,306,1
227,31.6,1.0,70.5,311,1
228,29.0,12.0,86.0,312,1
229,28.65,35.0,94.0,316,1
230,29.05,4.0,85.0,318,1
231,29.8,1.0,89.5,320,1
232,29.45,2.0,84.0,321,1
233,26.85,18.0,94.0,322,1
234,27.75,23.0,96.0,324,1
235,27.45,29.0,94.5,327,1
236,28.7,23.0,96.5,332,1
237,30.05,4.0,83.5,333,1
238,29.65,1.0,81.5,336,1
239,29.0,0.3,72.0,337,1
240,30.25,11.0,83.0,339,1
241,29.95,12.0,79.5,340,1
242,29.9,1.0,75.0,340,1
243,31.15,0.0,75.5,340,1
244,31.6,0.0,78.5,343,1
245,29.3,29.0,95.5,339,1
246,30.25,0.0,79.0,341,1
247,31.2,0.0,65.5,343,1
248,31.95,0.0,66.5,344,1
249,31.9,0.0,69.0,347,1
250,31.55,0.0,70.0,350,1
251,31.6,0.3,79.5,352,1
252,30.7,0.3,82.5,356,1
253,30.65,16.0,80.0,357,1
254,29.15,2.0,82.0,358,1
255,29.65,8.0,73.5,358,1
256,30.45,0.0,77.0,358,1
257,30.95,9.0,85.0,359,1
258,30.3,0.3,78.0,359,1
259,30.75,0.0,76.5,360,1
260,30.9,0.0,81.0,361,1
261,31.25,2.0,81.0,361,1
262,30.35,3.0,84.5,362,1
263,31.7,0.0,63.0,362,1
264,32.7,6.0,73.0,364,1
265,29.5,2.0,73.5,365,1
266,29.7,1.0,86.5,366,1
267,29.1,23.0,87.5,369,1
268,28.5,27.0,88.0,369,1
269,29.4,5.0,86.5,369,1
270,29.35,7.0,85.5,372,1
271,28.85,0.0,81.0,376,1
272,29.7,0.0,75.5,377,1
273,30.1,0.3,81.0,377,1
274,30.95,0.0,75.0,381,1
275,29.85,26.0,83.0,386,1
276,29.9,0.3,84.5,388,1
277,29.8,0.0,70.5,392,1
278,30.5,8.0,73.0,394,1
279,29.65,5.0,77.0,396,1
280,29.7,15.0,79.0,400,1
281,30.0,23.0,85.5,403,1
282,29.9,2.0,84.5,405,1
283,30.95,0.0,71.0,406,1
284,31.35,1.0,73.5,410,1
285,31.5,0.3,77.0,416,1
286,30.35,57.0,83.0,419,1
287,29.65,0.3,75.0,421,1
288,30.0,23.0,84.5,428,1
289,29.85,0.0,76.0,431,1
290,31.25,0.0,69.0,432,1
291,31.05,0.0,60.5,440,1
292,30.7,0.3,78.5,442,1
293,30.6,0.3,80.5,445,1
294,30.5,9.0,79.5,453,1
295,29.0,46.0,93.5,460,1
296,26.3,44.0,90.0,466,1
297,24.7,38.0,98.0,474,1
298,25.5,1.0,94.0,479,1
299,28.05,0.0,83.5,488,1
300,28.05,0.0,73.5,491,1
301,28.4,0.0,71.5,500,1
302,28.7,0.0,69.0,510,1
303,29.1,0.0,67.5,517,1
304,30.65,1.0,63.5,529,1
305,27.85,1.0,82.5,540,1
306,28.4,36.0,90.0,555,1
307,27.6,0.0,85.0,563,1
308,28.3,0.3,82.5,576,1
309,27.6,0.0,58.0,585,1
310,26.0,0.0,52.5,595,1
311,24.5,0.0,70.5,607,1
312,24.9,0.0,69.5,622,1
313,26.55,0.0,65.0,645,1
314,26.3,0.0,59.5,650,1
315,27.0,0.0,58.5,669,1
316,34.0,0.0,52.0,694,1
317,27.4,0.0,63.0,713,1
318,27.7,0.0,65.0,726,1
319,27.5,0.0,54.0,745,1
320,27.2,0.0,71.5,763,1
321,25.05,0.0,62.5,780,1
322,26.15,0.0,64.0,799,1
323,25.1,0.0,61.0,815,1
324,25.2,0.0,73.0,841,1
325,25.5,3.0,81.0,855,1
326,24.35,0.3,89.5,875,1
327,24.05,0.0,49.5,894,1
328,21.95,0.0,56.0,908,1
329,22.25,0.0,70.5,924,1
330,22.7,0.0,65.0,945,1
331,22.1,0.0,68.5,963,1
332,22.55,0.0,65.0,974,1
333,23.6,0.0,66.0,1000,1
334,23.55,0.0,58.5,1016,1
335,24.55,0.0,64.5,1033,1
336,23.75,0.0,67.5,1053,1
337,23.8,0.0,67.5,1066,1
338,23.45,0.0,65.5,1078,1
339,23.05,0.0,65.5,1085,1
340,22.75,0.0,76.5,1105,1
341,23.1,0.0,80.5,1110,1
342,23.4,0.0,88.0,1127,1
343,22.4,0.0,93.5,1141,1
344,19.9,0.0,92.0,1150,1
345,20.05,0.0,91.0,1157,1
346,19.15,0.0,76.5,1160,1
347,19.55,0.0,71.5,1166,1
348,20.75,0.0,65.0,1171,1
349,21.7,0.0,66.0,1179,1
350,20.4,0.0,67.5,1182,1
351,22.15,0.0,68.0,1184,1
352,21.25,0.0,71.0,1188,1
353,20.65,0.0,83.5,1190,1
354,18.75,0.0,94.0,1198,1
355,19.0,0.0,89.0,1200,1
356,19.45,0.0,93.0,1205,1
357,19.1,0.0,85.5,1207,1
358,19.7,0.0,81.5,1209,1
359,20.2,0.0,88.0,1209,1
360,20.65,0.0,89.5,1210,1
361,21.0,0.0,79.0,1212,1
362,20.45,0.0,88.0,1216,1
363,19.7,0.0,84.0,1216,1
364,19.75,0.0,72.0,1222,1
365,21.1,0.0,67.5,1224,1
366,21.15,0.0,70.5,1224,1
367,20.9,0.0,67.5,0,0
368,21.05,0.0,63.5,2,0
369,21.2,0.0,65.0,5,0
370,21.4,0.0,64.0,7,0
371,22.25,0.0,68.5,4,0
372,22.8,0.0,57.5,8,0
373,23.9,0.0,60.5,8,0
374,23.2,0.0,64.0,8,0
375,23.2,0.0,70.0,8,0
376,22.7,0.0,68.0,7,0
377,23.2,0.0,70.5,5,0
378,22.25,0.0,70.5,6,0
379,19.25,0.0,58.5,7,0
380,20.05,0.0,60.0,6,0
381,18.3,0.0,58.5,3,0
382,18.6,0.0,75.0,4,0
383,18.35,0.0,76.0,7,0
384,18.45,0.0,82.0,6,0
385,18.75,0.0,83.0,3,0
386,19.5,0.0,77.0,4,0
387,20.85,0.0,69.0,6,0
388,19.0,0.0,80.0,8,0
389,17.5,0.0,85.5,8,0
390,19.15,0.0,87.5,8,0
391,19.4,0.0,68.5,9,0
392,19.15,0.0,80.5,8,0
393,17.85,0.0,73.5,8,0
394,18.55,0.0,76.0,6,0
395,19.2,0.0,71.0,5,0
396,19.6,0.0,66.0,3,0
397,16.9,0.0,60.5,4,0
398,16.2,0.0,59.5,3,0
399,18.55,0.0,62.5,3,0
400,20.45,0.0,59.5,2,0
401,22.05,0.0,58.0,2,0
402,22.6,0.0,58.0,4,0
403,21.7,0.0,46.0,3,0
404,21.7,0.0,56.0,3,0
405,22.3,0.0,49.0,5,0
406,23.2,0.0,44.5,5,0
407,21.1,0.0,48.0,5,0
408,22.2,0.0,63.5,6,0
409,27.55,0.0,66.0,2,0
410,22.75,0.0,57.0,2,0
411,22.9,0.0,54.5,2,0
412,23.15,0.0,62.0,2,0
413,23.6,0.0,60.5,2,0
414,23.2,0.0,58.5,2,0
415,24.5,0.0,45.5,2,0
416,24.85,0.0,60.0,1,0
417,23.9,0.0,51.5,2,0
418,24.8,0.0,43.5,2,0
419,24.4,0.0,44.5,1,0
420,24.25,0.0,44.5,1,0
421,24.85,0.0,56.0,1,0
422,26.4,0.0,55.5,1,0
423,26.95,0.0,58.5,0,0
424,28.4,0.0,60.0,0,0
425,27.7,0.0,63.0,1,0
426,28.5,0.0,62.0,1,0
427,28.1,0.0,60.0,0,0
428,27.05,0.0,43.0,0,0
429,25.45,0.0,43.5,1,0
430,27.15,0.0,70.5,3,0
431,28.5,0.0,68.0,2,0
432,28.45,0.0,63.5,2,0
433,27.7,0.0,70.0,2,0
434,27.5,0.0,69.5,2,0
435,27.45,0.0,71.5,2,0
436,28.2,0.0,72.5,2,0
437,28.55,0.0,65.5,0,0
438,28.45,3.0,73.5,0,0
439,26.0,0.0,52.5,0,0
440,26.05,0.0,43.5,0,0
441,28.1,0.0,46.5,0,0
442,27.9,0.0,39.5,0,0
443,28.3,0.0,39.5,0,0
444,28.4,0.0,40.0,0,0
445,28.85,0.0,42.5,1,0
446,30.2,0.0,49.0,0,0
447,31.15,0.0,43.5,0,0
448,30.55,0.0,36.5,0,0
449,31.55,0.0,37.0,0,0
450,32.3,0.0,27.5,3,0
451,30.8,0.0,29.0,3,0
452,30.3,0.0,28.5,2,0
453,30.4,0.0,28.0,1,0
454,29.85,0.0,56.0,2,0
455,30.85,0.0,42.0,2,0
456,31.25,0.0,46.0,4,0
457,32.55,0.0,64.5,4,0
458,31.95,0.0,55.0,5,0
459,30.3,0.0,60.0,2,0
460,30.8,10.0,52.0,2,0
461,26.6,0.0,43.5,2,0
462,27.65,0.0,44.0,1,0
463,30.6,0.0,51.5,1,0
464,29.55,0.0,61.0,1,0
465,29.1,0.0,59.0,0,0
466,30.6,0.0,66.5,0,0
467,30.95,0.0,63.0,0,0
468,31.65,0.0,54.5,0,0
469,32.0,0.0,54.0,0,0
470,31.5,0.0,60.5,0,0
471,30.9,0.0,64.5,0,0
472,31.3,24.0,61.0,0,0
473,26.35,0.0,66.0,0,0
474,28.9,0.0,59.0,0,0
475,31.5,0.0,55.0,0,0
476,31.85,0.0,64.5,0,0
477,31.9,3.0,62.5,0,0
478,28.0,0.0,63.5,0,0
479,30.2,0.0,45.0,0,0
480,30.6,0.0,35.5,0,0
481,33.1,0.0,34.0,0,0
482,33.7,0.0,40.0,0,0
483,32.7,0.0,54.5,1,0
484,32.35,2.0,61.0,1,0
485,29.55,0.0,51.0,2,0
486,32.25,0.0,46.5,2,0
487,31.35,0.0,51.5,3,0
488,31.05,9.0,61.0,2,0
489,28.9,1.0,62.5,2,0
490,27.4,0.0,65.0,2,0
491,29.25,0.0,49.5,0,0
492,29.05,2.0,63.5,0,0
493,31.2,0.0,55.5,1,0
494,30.75,0.0,52.5,0,0
495,30.3,6.0,63.0,0,0
496,29.65,24.0,58.0,0,0
497,26.35,14.0,82.0,3,0
498,27.8,0.0,55.0,3,0
499,29.85,0.0,74.0,3,0
500,29.4,0.0,62.0,3,0
501,31.3,53.0,73.5,3,0
502,30.3,0.0,67.0,3,0
503,32.25,0.0,85.5,3,0
504,31.9,45.0,86.5,5,0
505,30.5,0.0,77.0,6,0
506,32.05,0.0,67.5,4,0
507,32.0,0.0,61.5,4,0
508,33.05,0.0,56.5,4,0
509,33.75,0.0,55.5,5,0
510,33.95,36.0,61.5,5,0
511,29.55,1.0,83.5,5,0
512,28.5,0.0,70.0,6,0
513,29.7,2.0,79.0,7,0
514,30.65,1.0,73.0,11,0
515,31.8,4.0,62.5,8,0
516,31.7,25.0,68.0,9,0
517,30.55,21.0,78.5,10,0
518,27.3,85.0,90.0,15,0
519,29.1,0.0,71.0,9,0
520,30.9,15.0,77.0,10,0
521,31.75,0.0,69.5,9,0
522,28.65,118.0,93.5,12,0
523,29.0,12.0,93.5,18,0
524,29.85,0.0,80.0,13,0
525,27.45,10.0,87.0,13,0
526,28.9,23.0,85.0,14,0
527,30.1,31.0,67.0,15,0
528,29.05,30.0,91.5,15,0
529,29.8,2.0,76.5,18,0
530,30.35,4.0,73.5,11,0
531,30.1,5.0,84.0,15,0
532,30.1,8.0,88.0,21,0
533,27.9,5.0,82.5,20,0
534,28.0,30.0,81.5,22,0
535,27.8,22.0,90.0,23,0
536,25.95,31.0,89.0,31,0
537,26.25,12.0,84.0,32,0
538,28.7,3.0,84.0,45,0
539,27.75,24.0,91.5,42,0
540,29.65,0.0,80.5,42,0
541,30.05,1.0,73.0,48,0
542,30.75,0.0,72.5,45,0
543,30.2,6.0,76.5,49,0
544,30.35,1.0,70.5,65,0
545,30.05,0.0,78.0,67,0
546,29.65,46.0,88.0,77,0
547,28.6,19.0,74.0,64,0
548,25.8,33.0,82.0,70,0
549,26.75,64.0,96.0,74,0
550,28.55,1.0,83.5,81,0
551,28.3,60.0,89.0,80,0
552,29.85,1.0,79.5,93,0
553,31.1,4.0,78.5,100,0
554,29.35,5.0,88.5,120,0
555,29.55,3.0,78.5,124,0
556,29.9,0.0,72.5,131,0
557,30.95,0.0,78.5,151,0
558,31.15,0.0,76.5,165,0
559,31.7,0.0,71.0,179,0
560,30.75,0.0,74.5,190,0
561,31.1,0.0,71.0,209,0
562,31.85,0.0,63.5,236,0
563,31.65,4.0,73.0,266,0
564,29.55,0.0,80.5,303,1
565,31.5,5.0,83.5,318,1
566,29.9,8.0,82.0,336,1
567,29.3,14.0,83.0,326,1
568,29.5,20.0,78.0,403,1
569,30.0,1.0,69.5,402,1
570,29.0,2.0,80.5,406,1
571,28.8,16.0,85.5,412,1
572,30.5,3.0,75.5,390,1
573,31.45,0.0,71.0,422,1
574,30.6,22.0,86.0,461,1
575,28.7,2.0,80.0,468,1
576,27.4,32.0,93.5,509,1
577,28.6,14.0,86.5,568,1
578,29.15,4.0,85.0,642,1
579,29.05,4.0,82.5,709,1
580,30.1,3.0,84.0,777,1
581,30.75,12.0,75.0,862,1
582,30.6,8.0,81.0,978,1
583,31.45,13.0,67.5,1072,1
584,30.35,16.0,88.5,1058,1
585,29.1,11.0,88.0,1065,1
586,29.6,11.0,87.0,1020,1
587,30.3,1.0,83.5,1007,1
588,31.35,14.0,91.5,956,1
589,29.9,3.0,83.0,943,1
590,30.9,25.0,81.0,928,1
591,29.45,38.0,90.0,920,1
592,30.35,0.0,83.0,910,1
593,30.95,0.0,75.5,965,1
594,30.2,13.0,79.0,1060,1
595,29.0,11.0,87.0,1071,1
596,29.35,3.0,89.0,308,1
597,29.0,1.0,79.5,338,1
598,29.1,1.0,82.5,403,1
599,30.0,5.0,77.5,429,1
600,30.45,0.0,70.5,397,1
601,30.5,31.0,79.5,441,1
602,29.25,9.0,78.0,432,1
603,29.15,6.0,82.5,380,1
604,29.0,5.0,90.5,367,1
605,29.95,1.0,88.5,383,1
606,30.3,0.0,70.0,371,1
607,30.0,1.0,78.5,354,1
608,29.4,0.0,75.5,384,1
609,30.45,1.0,75.0,348,1
610,29.5,1.0,89.0,379,1
611,30.5,13.0,91.5,432,1
612,32.5,0.0,86.0,423,1
613,31.5,2.0,80.5,456,1
614,32.5,18.0,87.0,421,1
615,30.5,1.0,91.0,410,1
616,29.5,2.0,90.0,453,1
617,28.0,11.0,90.0,445,1
618,28.0,14.0,86.0,452,1
619,31.5,6.0,90.5,480,1
620,29.5,0.0,81.5,504,1
621,31.0,0.0,89.0,484,1
622,31.5,1.0,85.0,462,1
623,28.0,9.0,85.0,460,1
624,31.0,9.0,79.5,465,1
625,28.0,1.0,86.5,440,1
626,26.0,1.0,95.0,404,1
627,26.5,2.0,88.0,436,1
628,27.5,2.0,87.5,400,1
629,28.0,0.0,84.5,389,1
630,29.5,0.0,89.5,368,1
631,29.5,1.0,88.0,354,1
632,31.0,0.0,84.5,370,1
633,32.5,0.0,87.0,357,1
634,28.0,54.0,97.0,390,1
635,31.0,8.0,93.0,372,1
636,31.5,8.0,87.5,338,1
637,28.0,4.0,89.5,317,1
638,25.5,2.0,79.0,349,1
639,29.5,2.0,91.0,360,1
640,30.5,5.8,83.5,367,1
641,27.5,5.9,94.5,369,1
642,30.0,10.0,93.5,346,1
643,29.0,2.7,90.0,314,1
644,26.5,10.6,98.5,303,1
645,29.5,15.5,86.0,302,1
646,30.5,5.2,83.0,290,1
647,30.0,10.1,96.0,300,1
648,29.5,6.8,90.5,325,1
649,29.5,3.8,89.5,345,1
650,31.5,3.0,88.0,325,1
651,32.5,5.5,88.5,343,1
652,27.0,7.1,87.0,353,1
653,31.5,4.3,93.0,369,1
654,32.0,4.9,86.5,332,1
655,31.5,6.2,76.5,354,1
656,29.0,9.8,89.0,322,1
657,25.5,11.2,91.0,305,1
658,26.0,10.8,95.0,301,1
659,26.0,5.6,90.0,292,1
660,28.0,0.6,89.5,306,1
661,26.5,1.7,90.5,297,1
662,27.5,1.1,73.0,323,1
663,27.0,0.0,82.5,319,1
664,27.5,1.4,88.0,334,1
665,29.0,2.8,74.5,359,1
666,27.5,10.9,80.5,386,1
667,28.0,2.6,92.5,384,1
668,28.5,2.3,84.0,356,1
669,28.0,2.3,87.5,345,1
670,25.0,0.9,86.0,318,1
671,24.0,1.2,76.0,297,1
672,23.0,0.6,90.0,280,1
673,23.5,1.6,90.0,303,1
674,25.0,1.4,91.0,309,1
675,23.0,0.1,75.5,287,1
676,23.5,0.8,88.5,286,1
677,23.0,2.6,74.0,276,1
678,24.0,6.3,89.5,267,0
679,25.0,2.2,90.0,263,0
680,25.0,2.9,90.0,274,0
681,26.5,0.0,88.5,273,0
682,26.5,0.0,78.5,258,0
683,22.0,0.0,90.5,280,1
684,22.5,0.2,97.5,256,0
685,23.0,0.4,93.0,255,0
686,23.0,0.2,93.0,223,0
687,23.0,0.1,94.5,232,0
688,22.0,0.0,95.5,245,0
689,24.5,0.1,75.5,222,0
690,23.0,0.3,92.0,240,0
691,23.5,2.3,84.5,200,0
692,23.5,0.4,82.5,201,0
693,24.0,0.3,81.0,190,0
694,24.0,0.3,74.5,222,0
695,21.5,0.2,94.5,189,0
696,19.5,0.0,94.5,199,0
697,21.0,0.8,90.5,156,0
698,20.5,6.4,92.5,145,0
699,21.0,1.9,92.5,167,0
700,21.5,0.0,79.5,132,0
701,23.0,0.0,77.0,100,0
702,23.5,0.0,90.0,111,0
703,23.0,0.0,91.0,116,0
704,24.0,0.0,90.5,100,0
705,22.5,0.0,91.5,89,0
706,21.0,0.0,100.0,89,0
707,21.5,1.6,99.5,100,0
708,21.0,1.9,98.5,123,0
709,23.5,1.6,96.5,110,0
710,22.0,0.0,97.0,99,0
711,21.0,0.1,81.5,89,0
712,18.5,1.1,94.0,56,0
713,18.5,0.0,79.5,78,0
714,18.0,0.0,96.5,89,0
715,19.0,0.0,95.5,99,0
716,19.0,0.2,90.0,67,0
717,19.0,0.0,93.5,77,0
718,19.0,0.0,79.0,78,0
719,18.5,0.0,94.5,45,0
720,18.0,0.0,81.5,45,0
721,21.0,0.0,84.0,40,0
722,19.0,0.0,86.5,78,0
723,18.0,1.2,94.0,41,0
724,19.5,1.4,95.5,30,0
725,19.0,2.2,90.5,35,0
726,18.5,0.1,96.0,34,0
727,20.0,0.7,89.5,31,0
728,21.5,0.6,72.5,22,0
729,19.5,0.0,89.5,34,0
730,20.0,0.0,90.5,42,0
731,18.0,0.0,92.0,45,0
